Yorum,Puan
Isınma sorunu yok baya araştırmalar sonunda seçmiştim ayrıca indirim deyken aldım paketleme güzeldi teşekkürler,5
F11 tuşuna bu kadar yüklenmeyin. Diğer tuşlarla arasındaki fark belli oluyor.,5
"herşey için teşekkürler, hız-kalite mükemmel",5
Bu özelliklere bu fiyata daha iyisi yok.,5
Bilgisayar kalitesi güzel.,5
"Kaliteli ürün, zamanında kargo",5
Güzel makina hızlı kargo,5
"Tasarımı çok sade ve şık. Klavyede farklı bir düzen kullanmışlar, alışıldık klavye düzeninden farklı bir düzene geçilmiş, klavyeye alışmak biraz zaman alabilir. Çok sessiz çalışıyor ve herhangi bir ısınma problemi ile karşılaşmadım. Orta-yüksek kalite oyunları sorunsuz çalışacağını düşünüyorum, henüz yüksek kalite oyun denemedim. Asus driverları içinde iso dosyası şeklinde yollamış, kurulumdan sonra sadece güncellemeleri yapmak kalıyor. Ağır bir bilgisayar değil, taşınması kolay. Ayrıca şarj aleti iki parçadan oluşmamakta ve taşınması kolay. Ev ve ofis kullanımları için üst düzey bir bilgisayar ve performansı iyi. Dizüstü bilgisayarda üst düzey oyun oynamayacaksanız da fiyat performans olarak ideal bir ürün.",5
Bu segmentte alınabilecek en iyi bilgisayarlardan birisi olduğunu düşünerek aldım. Daha önce de bu markanın düşük segmentte bir laptopunu kullandım memnun kaldığım için tekrardan bu markayı tercih ettim. Sağlam bilgisayarlar üretiyorlar ve yetkili servisleri ürünlerine sahip çıkıyor. Gelelim bu ürünün benim açımdan değerlendirmesine bu fiyat aralığında Asus marka Mx230 ekran kartı ve Amd Ryzen 5 ve Full HD ekranı olduğu için tercih ettim. Malzeme kalitesi bence çok iyi. Ayrıca çok şık duruyor bilgisayar. Oyun oynayan birisi değilim ama arada sıkılırsam oynarım diye GTA5'i yüklettim orta ayarlarda kasmadan oynatıyor. Bilgisayar bildiğiniz üzere Freedos geliyor ben Windows10 kuramam diyorsanız 30-40 liraya bilgisayarcıda yükletebilirsiniz. Zengin değilseniz fazladan para verip kurulumlu almaya gerek yok. Yükledikten sonra Asusun sitesinde ekran kartı güncellemeleri yapmanızı öneririm. Ekran kalitesi IPS olmadığı için mükemmel değil fakat kötü de değil orta kalitede. Pili 2 hücreli olduğundan 4-5 saat dayanıyor elbette daha iyisi olabilirdi sorun edeceğim bir durum değil. Parmak izi olsa daha iyi olurdu dedim maalesef yok. Klavyesi güzel fakat daha estetik-kullanışlı klavyeler gördüm.Klavyede ışıklandırma yok.  Ben bu fiyata bu bilgisayarı çok sevdim. Performans alabileceğiniz hızlı bir bilgisayar fakat oyun bilgisayarı değil elbette. Değerlendirme yaparken temel amacın oyun oynatması olmadığını hesaba katarak değerlendirmek gerek diye düşünüyorum. Ürünü almadan önce ben de çok fazla yorumlara bakıp videolar izlemiştim bu sebeble alacaklar için detaylı anlatmaya çalıştım. Memnunum teşekkürler,5
Fiyat/performans olarak kesinlikle 5 yıldızı hakediyor.,5
Hızlı kargo için çok teşekkürler,5
siparişimin üstünden 24 saat geçmeden elime ulaştı. teşekkürler.,5
10 gün oldu alalı çok güzel bi ürün  paketleme de çok güzel,5
Alan pişman olmaz. Tam bir fırsat ürünüydü.Kaçırmadık.,5
Pc gayet kaliteli ve güzel görünüyo herhangi bir sorunla karşılaşmadım ama etrafta ses olmadigi zaman yüklü bir çalışma yaptım biraz fan sesi geldi ama rahatsiz edecek boyutta değildi tavsiye ederim.,5
Güzel teşekkürler,5
Güzel,5
Süper,5
Harika,5
Hızlı ve sağlam kargoyla geldi. Cihaz çok iyi. Fiyat olarak da kalite olarak da.,5
Hızlı kargo. İlgili satıcı. Özenli paketleme. İstediğim ürün. Teşekkürler...,5
Çok memnun kaldım performansı oldukça iyi. Tavsiye ederim.,5
"Ürün Hepsijet ile iki günde geldi. Laptop çok şık duruyor, kullandıkça deneyimlerimi paylaşırım.",5
Ürün tam zamanında teslim edildi. Tam istediğin şekilde yazılan özelliklere uygun geldi.,5
Urun kaliteli.ektan karti ssd si gercekten oyunlar ve hiz icin yeterli.cs go pubg rahatca oynaniyor.tek eksik yani monitor kucuk.onun disinda gayet iyi bir pc,5
Dün sipariş ettim ve bugün geldi.Çok kısa bir sürede gelmiş olması çok mutlu edici bir durum.Hoparlör ses seviyesi güzel.Bu fiyat aralığında diğer laptoplarla kıyaslayınca donanım özellikleri gerçekten çok iyi.Ekran panel tipi IPS olmadığı için kuşkum vardı ama geldiğinde o da geçti.Güzel bir görüntü sağlıyor açıkçası.Kamera çözünürlüğü tatmin edici değil ama iş görüyor.Fan sesi çok kısık olduğu için rahatsız etmiyor.İleriki süreçte düşüncelerim nasıl olur bilinmez ama şuan gerçekten memnunum.,5
"Ürün performans olarak beklentilerimi karşıladı, malzeme kalitesi daha iyi olabilirdi. Bu fiyata alınabilecek en uygun ürünlerden bir tanesi",5
Yaklaşık 1 aydır bilgisayar piyasasını araştırıyorum. Efsane cumayı özellikle beklemiştim. Üstte bir abinin dediği gibi daha fazla paraya daha düşük özellikli Lenovo alacaktım ki karşıma bu ürün çıktı ve direkt aldım. Alan herkese İnşallah kısa sürede gelir ve güzel bir kullanım deneyimi yaşarız.,5
Bilgisayarın tek kötü özelliği gerektiğinden fazla ses çıkarıyor olması. Bir de elime ulaşma süresinde gereksiz bir uzama oldu. Onun haricinde gayet hızlı ve performansı yüksek bir bilgisayar. Belki fiyatı aynı ya da düşük olan başka bir markanın 10.nesil bir bilgisayarı da alınabilir. ben Msi olmasına güvendim. Gerekli kurulumları yaptıktan sonra Msi resmi sitesinden bilgisayarın modeline ait güncellemeleri de yaparsanız daha iyi olacaktır.,5
"Aynı fiyata başka bir markanın daha üst modeli (10.nesil işlemci ve 2060 ekran kartı) alınabilir. Ben de epey kararsız kaldım. Velhasıl, MSI'dan yana yaptım tercihimi. MSI kaliteli, üst segment bir marka. Kasa, tasarımı ve ekran renk kalitesi üst düzey. Oyun bilgisayarlarına oranla daha hafif ve ince. Lazım olduğunda alıp toplantıya da girilir. Yalnızca oyun için düşünüyorsanız fiyatı daha uygun olan markaya yönelebilirsiniz.",5
"Efsane bir Notebook, herşey o kadar hızlıki, başında oturmak keyif veriyor. Design zaten çok iyi incecik çerçeve. Uzun vadede tabi gözlemlemekte lazım. Bu ilk izlenimim. Bu arada bu tek sahip olduğum  i7 değil. Toshiba ve Casperinda i7 Notebook'um var. Ama aralarında uçurum var her birisinin.",5
"Ürün zamanından önce ve hasarsız olarak geldi. Teşekkür ederim. Açmak istediğimizde ""secure mode"" sayfası açıldı ve sorunu çözemedik. Windows yüklü mü değil mi bilemiyoruz.Pazar günü olduğu için de destekte bulamadık. Ürün satış sayfasında bununla ilgili bir bilgi olsaydı daha güzel olacaktı sanırım.  Yani ürün güzel, fiyatı uygun, zamanından önce teslim buraya kadar süper ama iletişim ve açıklama eksik!",5
"Uzun zamandır laptop piyasasını inceliyordum olabilecek en uygun fiyata en iyi sistemi almak için fırsat kovaliyordum (Ki günümüz Türkiye piyasasında maalesef bunu yapmak şart oldu artık) bu laptopa denk geldim ve direk sipariş verdim size rahatça söyleyebilirim ki bu fiyata daha iyi bı laptop alamazsınız , laptopa ihtiyacınız varsa ve parasal yönden cekinceniz var ise kesinlikle almanızı tavsiye ederim. Ürün elime 2 gün önce geçti kargosu hızlıydı HepsiExpresse teşekkür ederim :) Laptopa gelicek olursak  gayet hızlı , herhangi bir ısınma problemi de görmedim bilgisayarda tasarımı da hoşuma gitti ayirca (Bu kişiye göre değişir ama :) ) Laptopu alacaklara şimdiden Hayırlı olsun :) iyi alışverişler dilerim...",5
Hiç düşünmeden alın,5
Görüntü ve malzeme kalitesi süper. Geçişleri hızlı. Birçok işlemi aynı anda rahatça yaptırıyor.tek sıkıntı  Kargo süreci. Geç geliyor,5
Fiyat açısından çok sağlam bir bilgisayar kesinlikle kaliteyi görmek isteyenlerin alması gerekiyor,5
Tasarımcılar için 17.3 inç ekran boyutu bence en iyisi. Ayrıca Hızlı kargo için HepsiJET'e çok Teşekkür ederim...,5
Paketleme güzel yapılmıştı. Ürünü kullandığım kadarıyla şimdilik gayet güzel herhangi bir sorunu yok.,5
Cihaz her ihtiyacınıza uygun kullanım sağlıyo hiç düşünmeden tercih edebilirsiniz.,5
Tek kelimeyle mükemmel,5
Bilgisayar on numara.Sadece kargo 10 gunde geldi.,5
Çok güzel bilgisayar 8 gb ram oyun için çok elverişli bir ortam hazırlamış yeni aldım ve fark ettim ki cd kpyma yeri yok ve 256gb hafıza az uygulama alır iyi yönü ise bilgisayarı elinize aldığınız zaman çok hafif ve şık tasarımı var iyi günler de kullanın,5
Şimdilik güzel,5
Vallla urunu de kalitesini de begendim😊,5
Cihaz daha yeni eline geçti performanstan şüphe duyan duymasın mükemell cihaz ilerde ne olur bilmiyorum ama şuan 5-6 işlemi çok rahat yaptırıyor hatta açsan daha fazlada yapar   korga 29ekime rağmen 2 günde geldi tebrik ederim güzel iş. Bide MSI alanlar 3ay uzatılmış garanti sahip olabiliyor araştırın,5
"5 numara 10 yıldız, gerçekten MSI markasının kaliteli oldugunu ogrenmiş oldum. Satıcı urunu hızlı ve sıkıntısız teslim etti bu arada",5
Her şey beklediğim gibiydi. Teşekkür ederiz.,5
Ürün sorunsuz şekilde ulaştı cok memnunuz perfonmans süper hepsiburadaya çok teşekkür,5
Hangi Kargo firması ile gönderiliyor teşekkürler,5
"İnce, kaliteli , sorunsuz..",5
Hem hızlı hem de sapasağlam geldi. Çok memnunum.,5
Güzel bir ürün firmaya teşekkür ederim.,5
Fiyat performans çok iyi . Orta seviye için çok çok iyi .,5
ürün fiyatı açısından çok güzel ekranı desen harika klavyesi çok güzel,5
Kesinlikle tavsiye edeceğim bir model.Neden Çünkü ; Diğer emsallerine göre(Buna gaming 3'ler dahil )donanımsal özellikleri yanında en büyük avantajı 500 nit parlaklığa ve 144Hz yilneleme hızında ekrana sahip olması. Adobe RGB %100  sertifikalı.  Ayrıca renk kaplaması itibariyle kasa el izi bırakmıyor. Klavye beyaz ışık arka aydınlatmalı.  Avantajları + 500 nit ekran parlaklığı ( neredeyse  diğer modeller 250 nit) + 144 hz ekran yineleme hızı +  Beyaz aydınlatmalı Klavye +  iz bırakmayan kasa rengi Dezavantajları :   - Hoparlör sesi daha iyi olabilirmiş ( diğer bilgisayarım Z580'e göre ses kalitesi altta.,5
Ürün gayet güzel ekran kalitesi ve renkler harika ayrıca şık bir laptop ve gayet hızlı hepsijetede burdan teşekkür ederim çok hızlılardı,5
"Gerçekten verdiğiniz paranın hakkını veriyor. yazılım yapanlar, grafikerlik ve mimarlık yapanlar için çok güzel işinizi takılmadan yapabilirsiniz. Ubuntu kurdum ve performans açısından hiç sorun yaşamıyorum. oyun oynuyorum onda bile çok rahat kulaklıkla ses kalitesi tatmin edici. hoparlörleri iki yanında bulunuyor buda sesi dağılmasına sebep oluyor. bu konuda benim takıntım olmadığı için sorun olarak görmiyorum hoparlörlerin yanda olmasını.",5
"Ürün çok iyi paketlenmiş bir şekilde geldi, hiç değerlendirme olmadığını gördüğümde biraz emin olamamıştım, ama eksiksiz bir şekilde geldi. Teşekkür ederim",5
Ürün gayet güzel. Ciddi bi ısınma yok fan sesi de rahatsız etmiyor. Ürünü 24 saat içinde adresime teslim ettiler. Hepsiburada ya teşekkürler.,5
Laptop çok yeni üretilen bir model. İçindeki tüm parçalar son sürüm. Bios sürümü bile bambaşka çıktı. Satıcı hepsiburada olması gayet iyi. Bence Tek eksiği usb girişi 2 adet.,5
Ürün sıkıntısız ve güzel paketlenmiş şekilde sapasağlam elime ulaştı özellik olarakda çok güzel tavsiye ederim,5
Ürün aşırı iyi.,5
Bilgisayar çok iyi. özellikle renk konusunda benzersiz 500nit renk ve yenileme hızı 144hz. oyun ve render için çok iyi.,5
Ürün elime sorunsuz ulaştı.,5
Çok erken geldi ve sapasağlam geldi. Harika bir bilgisayar. MSI ve HepsiBurada yeniden kalitesini gösterdi. Teşekkürler :),5
"İlk izlenimlerim; Ürün çok kaliteli, hafifliği kabul edilebilir, ram 16 olsaymış süper olurmuş (ana karta sabit olduğu için artırılamıyor), ekstra ekran kartı ve kamera güvenliği olması çok iyi, parmak izi okuyucu çok hızlı, ssd soketli olduğu için yükseltilebiliyor, çoklu ağır işlemlerde fan sesi duyuluyor. Dokunmatik kalemi var, keşke makina üzerinde yuvası olsaymış. Dıştan Usb ye takılıyor  Hepsiburada’nın kendisinden aldım, 1 günde çok hızlı ve iyi paketlenmiş olarak geldi  Çoğu yerde sadece gri olarak geçiyor. Halbuki 2 tane gri rengi var. Bu ürün graphite grey olan koyu gri ve çok şık",5
Bilgisayarı 4 gündür kullanıyorum güzel ve akıcı çalışıyor yanlız oyun oynarım diye düşünenler almasın steam üzerinden counter bile oynanmadı gerisini siz düşünün artık yeni oyunları hiç açmaz ama iş ders günlük kullanım için ideal (burası hepsiburada ya özel ürünü 10250 tl ye aldım ürün elime ulaştıktan 4 gün sonra 9000 tl ye düştü keşke fiyatları bu kadar oynatmasanız insan kendini kandırılmiş hissediyor ),5
23 Kasımda görür görmez sipariş ettim gelince daha detaylı yorum yazarım.Yaklaşık 3 aydır laptop bakıyorum.Bu fiyata bu laptop kaçmaz.Donanımsal olarak harika bir makine.Bu fiyata millet i3 ekran kartsız 4gb ram 256gb ssd li bilgisayar satıyor.Bu i5 in 1035G1 işlemcilisi üstelik Mx330 2gb ekran kartı 8gb ram 512gb ssd var.Kısacası bu fiyata bu bilgisayar sizi hiç üzmez.Malzeme olarak belki orta seviyedir bide kamerası çok iyi değildir.Çok oyun oynuyoranız belki ısınma problemi yapabilir o kadar.Onun haricinde efsane ürün.Satıcının hepsi burada olması ayrı bir güven veriyor.,5
1 haftadır pc bakıyodum daha fazla paraya ve daha az özellikte lenova alacaktım . Birden bu ürün cıktı ve direk aldım bu özelliğe ve bu paraya baska pc yok bu artık indirimin dibi . tek isteğim gargo hemen gelsinnnnnnnn.......,5
Efsane ama efsane bi bilgisayar oncelikle gta 5 orta ayarlarda 100 yuksek ayarlarda 60 fps oynuyorum artı the forest cs go outlast 2 blur nfs pahback hepsi kasmadan gayet hoş oynanılıyor f/p ların en iyisi hiç dusunmeden alın derim kargoda 3 güne geldi,5
F/P Gayet güzel ürün  üniversite öğrencileri arada pubg atarim ödevlerimi yaparım diyenlere tercih edebilir.  bu fiyat segmentinde plastigine vs takılanlar onbord ekran kartlı SSD olmayan eski nesil işletim sistemli probook alabilirler metal kasa kalas gibi güzel leptoplar da var 4 kg falan ;),5
"Hızlı ve sorunsuz kargo.İyi tasarım,ihtiyacı karşılar rahatlıkla.Hepsiburadaya teşekkürler.",5
KARGO VE PAKETLEME COK IYIYDI.URUNDE KULLANISLI VE TATMIN EDICI.,5
Ürün Beklenildiği gibi. Özelliklerini yansıtıyor. F/P ürünü . LoL de ort 100 FPS civarı Veriyor fiş pirizdeyken. Çıkarırsak droplar başlıyor fişi prizden . Bilginize.,5
bu fiyata alabileceğim en iyi bilgisayarı aldım. cyrsis call of duty gibi oyunları gayet güzel oynuyorum. inceliği harika. şarjıda hatrı sayılır derecede uzun gidiyor.,5
Öncelikle ilk yorumum sizin adınıza talihsizce ve fatura detay içeriğine dikkat etmeden siz ön yargılı bir tutumla yorum yaptım. Bu konuda size hepsiburada.com'a karşı üzgünüm mahçubum sizden çok alışveriş yaptım hepsinden memnunum ve sizin sadık müşteriniz oluşum bir nebze olsun mahçubiyetimi azaltacağını düşünüyorum. Ürün çok iyi kalitede herşeyi harika. kargo süresi eve teslimat 15 saat kusursuz. Çok teşekkür ederim sizi tercih etmeye devam edeceğim. çevrimiçi ürün eğitimi hediyesine ihtiyacım yok aslında tümüyle ana ürüne odaklıyım gerçekten başarılı 10 numra hepsiburada.com tüketici ihtiyacını biliyor teşekkürler size,5
Düştüğü an spariş ettim gelsin görücez ama f/p olarak çok iyi duruyor,5
"Ürünü sipariş ettikten 48 saat geçmeden elime ulaştı 2 ayrı kutuya koymuşlardı, sağlam ve çok hızlı geldi, ürün belirtilen özelliklerde ve belirtilen referansta. Satıcıda Hepsiburada olunca gönül rahatlığıyla aldım, tavsiye ederim. Dokunmatik ekranı çok pratik, üründe çok zarif, Klavye aydınlatması, 360 derece dönmesi, parmak izi ve ürünün işletim hızını çok beğendim. Sonuç olarak satıcıya dikkat ederek satın almanızı öneriyorum çünkü aynı ürünü başka bir satıcıdan aldım bana hiç alakasız bir ürün gönderdi iade ettim zaman kaybım oldu, bu sorunu Hepsiburada ile yaşamadığım için teşekkür ediyorum.",5
Fiyatına göre gayet güzel bir laptop arkadaşlar. İlk win10 kurduğunuzda ufak tefek hatalar oluyor lakin sürücüleri güncellediğinizde düzeliyor. Öyle aşırı yüksek sistem özellikleri gerektiren bir oyun oynamadım lakin lol de en yüksek ayarlarda 100-120 fps aldım. Malzeme kalitesi iyi sizi üzmez. Daha önceki laptobum lenovo idi ona göre gayet iyi. Ekran kalitesi çok hoşuma gidiyor. Çerçeveleri de ince tutulmuş. Şık bir laptop. Almayı düşünen arkadaşlar değerlendirsinler derim. Hem ödev hem oyun açısından ideal bir laptop.,5
